gradeSystem,discipline,rawGrade,systemOrder,difficultyScore,confidence,note
FONT,BOULDER,5,5.0,51.25,0.5,outdoor; via near-unanimous V-Font crosswalk over the middle-line bridge
FONT,BOULDER,5+,5.167,56.25,0.5,outdoor; via near-unanimous V-Font crosswalk over the middle-line bridge
FONT,BOULDER,6A,6.0,61.25,0.5,outdoor; via near-unanimous V-Font crosswalk over the middle-line bridge
FONT,BOULDER,6A/+,6.083,62.19,0.5,8a.nu short slash form
FONT,BOULDER,6A/6A+,6.083,62.19,0.5,full slash form
FONT,BOULDER,6A+,6.167,63.13,0.5,outdoor; via near-unanimous V-Font crosswalk over the middle-line bridge
FONT,BOULDER,6A+/6B,6.25,64.06,0.5,letter-boundary slash form
FONT,BOULDER,6B,6.333,65.0,0.5,outdoor; via near-unanimous V-Font crosswalk over the middle-line bridge
FONT,BOULDER,6B/+,6.417,65.94,0.5,8a.nu short slash form
FONT,BOULDER,6B/6B+,6.417,65.94,0.5,full slash form
FONT,BOULDER,6B+,6.5,66.88,0.5,outdoor; via near-unanimous V-Font crosswalk over the middle-line bridge
FONT,BOULDER,6B+/6C,6.583,67.81,0.5,letter-boundary slash form
FONT,BOULDER,6C,6.667,68.75,0.5,outdoor; via near-unanimous V-Font crosswalk over the middle-line bridge
FONT,BOULDER,6C/+,6.75,70.0,0.5,8a.nu short slash form
FONT,BOULDER,6C/6C+,6.75,70.0,0.5,full slash form
FONT,BOULDER,6C+,6.833,71.25,0.5,outdoor; via near-unanimous V-Font crosswalk over the middle-line bridge
FONT,BOULDER,6C+/7A,6.917,72.5,0.5,letter-boundary slash form
FONT,BOULDER,7A,7.0,73.75,0.5,outdoor; via near-unanimous V-Font crosswalk over the middle-line bridge
FONT,BOULDER,7A/+,7.083,75.0,0.5,8a.nu short slash form
FONT,BOULDER,7A/7A+,7.083,75.0,0.5,full slash form
FONT,BOULDER,7A+,7.167,76.25,0.5,outdoor; via near-unanimous V-Font crosswalk over the middle-line bridge
FONT,BOULDER,7A+/7B,7.25,78.13,0.5,letter-boundary slash form
FONT,BOULDER,7B,7.333,80.0,0.5,outdoor; via near-unanimous V-Font crosswalk over the middle-line bridge
FONT,BOULDER,7B/+,7.417,80.63,0.5,8a.nu short slash form
FONT,BOULDER,7B/7B+,7.417,80.63,0.5,full slash form
FONT,BOULDER,7B+,7.5,81.25,0.5,outdoor; via near-unanimous V-Font crosswalk over the middle-line bridge
FONT,BOULDER,7B+/7C,7.583,81.88,0.5,letter-boundary slash form
FONT,BOULDER,7C,7.667,82.5,0.5,outdoor; via near-unanimous V-Font crosswalk over the middle-line bridge
FONT,BOULDER,7C/+,7.75,83.75,0.5,8a.nu short slash form
FONT,BOULDER,7C/7C+,7.75,83.75,0.5,full slash form
FONT,BOULDER,7C+,7.833,85.0,0.5,outdoor; via near-unanimous V-Font crosswalk over the middle-line bridge
FONT,BOULDER,7C+/8A,7.917,86.25,0.5,letter-boundary slash form
FONT,BOULDER,8A,8.0,87.5,0.5,outdoor; via near-unanimous V-Font crosswalk over the middle-line bridge
FONT,BOULDER,8A/+,8.083,88.75,0.5,8a.nu short slash form
FONT,BOULDER,8A/8A+,8.083,88.75,0.5,full slash form
FONT,BOULDER,8A+,8.167,90.0,0.5,outdoor; via near-unanimous V-Font crosswalk over the middle-line bridge
FONT,BOULDER,8A+/8B,8.25,91.25,0.5,letter-boundary slash form
FONT,BOULDER,8B,8.333,92.5,0.5,outdoor; via near-unanimous V-Font crosswalk over the middle-line bridge
FONT,BOULDER,8B/+,8.417,93.75,0.5,8a.nu short slash form
FONT,BOULDER,8B/8B+,8.417,93.75,0.5,full slash form
FONT,BOULDER,8B+,8.5,95.0,0.5,outdoor; via near-unanimous V-Font crosswalk over the middle-line bridge
FONT,BOULDER,8B+/8C,8.583,96.25,0.5,letter-boundary slash form
FONT,BOULDER,8C,8.667,97.5,0.5,outdoor; via near-unanimous V-Font crosswalk over the middle-line bridge
FONT,BOULDER,8C/+,8.75,98.75,0.5,8a.nu short slash form
FONT,BOULDER,8C/8C+,8.75,98.75,0.5,full slash form
FONT,BOULDER,8C+,8.833,100.0,0.5,outdoor; via near-unanimous V-Font crosswalk over the middle-line bridge
FONT,BOULDER,8C+/9A,8.917,101.25,0.5,letter-boundary slash form
FONT,BOULDER,9A,9.0,102.5,0.5,outdoor; via near-unanimous V-Font crosswalk over the middle-line bridge
FONT,GYM,1,1.0,29.15,0.4,indoor; via V-Font crosswalk over the gym crossover curve
FONT,GYM,2,2.0,33.21,0.4,indoor; via V-Font crosswalk over the gym crossover curve
FONT,GYM,3,3.0,36.25,0.4,indoor; via V-Font crosswalk over the gym crossover curve
FONT,GYM,4-,3.833,38.75,0.4,indoor; via V-Font crosswalk over the gym crossover curve
FONT,GYM,4,4.0,40.0,0.4,indoor; via V-Font crosswalk over the gym crossover curve
FONT,GYM,4+,4.167,41.56,0.4,indoor; via V-Font crosswalk over the gym crossover curve
FONT,GYM,5-,4.833,42.08,0.4,indoor; via V-Font crosswalk over the gym crossover curve
FONT,GYM,5,5.0,43.13,0.4,indoor; via V-Font crosswalk over the gym crossover curve
FONT,GYM,5+,5.167,46.25,0.4,indoor; via V-Font crosswalk over the gym crossover curve
FONT,GYM,6A,6.0,51.96,0.4,indoor; via V-Font crosswalk over the gym crossover curve
FONT,GYM,6A/+,6.083,53.04,0.4,8a.nu short slash form
FONT,GYM,6A/6A+,6.083,53.04,0.4,full slash form
FONT,GYM,6A+,6.167,54.11,0.4,indoor; via V-Font crosswalk over the gym crossover curve
FONT,GYM,6A+/6B,6.25,55.18,0.4,letter-boundary slash form
FONT,GYM,6B,6.333,56.25,0.4,indoor; via V-Font crosswalk over the gym crossover curve
FONT,GYM,6B/+,6.417,57.19,0.4,8a.nu short slash form
FONT,GYM,6B/6B+,6.417,57.19,0.4,full slash form
FONT,GYM,6B+,6.5,58.13,0.4,indoor; via V-Font crosswalk over the gym crossover curve
FONT,GYM,6B+/6C,6.583,59.06,0.4,letter-boundary slash form
FONT,GYM,6C,6.667,60.0,0.4,indoor; via V-Font crosswalk over the gym crossover curve
FONT,GYM,6C/+,6.75,61.25,0.4,8a.nu short slash form
FONT,GYM,6C/6C+,6.75,61.25,0.4,full slash form
FONT,GYM,6C+,6.833,62.5,0.4,indoor; via V-Font crosswalk over the gym crossover curve
FONT,GYM,6C+/7A,6.917,63.75,0.4,letter-boundary slash form
FONT,GYM,7A,7.0,65.0,0.4,indoor; via V-Font crosswalk over the gym crossover curve
FONT,GYM,7A/+,7.083,66.8,0.4,8a.nu short slash form
FONT,GYM,7A/7A+,7.083,66.8,0.4,full slash form
FONT,GYM,7A+,7.167,68.6,0.4,indoor; via V-Font crosswalk over the gym crossover curve
FONT,GYM,7A+/7B,7.25,71.3,0.4,letter-boundary slash form
FONT,GYM,7B,7.333,74.0,0.4,indoor; via V-Font crosswalk over the gym crossover curve
FONT,GYM,7B/+,7.417,75.25,0.4,8a.nu short slash form
FONT,GYM,7B/7B+,7.417,75.25,0.4,full slash form
FONT,GYM,7B+,7.5,76.5,0.4,indoor; via V-Font crosswalk over the gym crossover curve
FONT,GYM,7B+/7C,7.583,77.75,0.4,letter-boundary slash form
FONT,GYM,7C,7.667,79.0,0.4,indoor; via V-Font crosswalk over the gym crossover curve
FONT,GYM,7C/+,7.75,81.5,0.4,8a.nu short slash form
FONT,GYM,7C/7C+,7.75,81.5,0.4,full slash form
FONT,GYM,7C+,7.833,84.0,0.4,indoor; via V-Font crosswalk over the gym crossover curve
FONT,GYM,7C+/8A,7.917,86.5,0.4,letter-boundary slash form
FONT,GYM,8A,8.0,89.0,0.4,indoor; via V-Font crosswalk over the gym crossover curve
FONT,GYM,8A/+,8.083,90.75,0.4,8a.nu short slash form
FONT,GYM,8A/8A+,8.083,90.75,0.4,full slash form
FONT,GYM,8A+,8.167,92.5,0.4,indoor; via V-Font crosswalk over the gym crossover curve
FONT,GYM,8A+/8B,8.25,94.25,0.4,letter-boundary slash form
FONT,GYM,8B,8.333,96.0,0.4,indoor; via V-Font crosswalk over the gym crossover curve
FONT,GYM,8B/+,8.417,96.88,0.4,8a.nu short slash form
FONT,GYM,8B/8B+,8.417,96.88,0.4,full slash form
FONT,GYM,8B+,8.5,97.75,0.4,indoor; via V-Font crosswalk over the gym crossover curve
FONT,GYM,8B+/8C,8.583,98.63,0.4,letter-boundary slash form
FONT,GYM,8C,8.667,99.5,0.4,indoor; via V-Font crosswalk over the gym crossover curve
FONT,GYM,8C/+,8.75,100.25,0.4,8a.nu short slash form
FONT,GYM,8C/8C+,8.75,100.25,0.4,full slash form
FONT,GYM,8C+,8.833,101.0,0.4,indoor; via V-Font crosswalk over the gym crossover curve
FONT,GYM,8C+/9A,8.917,101.75,0.4,letter-boundary slash form
FONT,GYM,9A,9.0,102.5,0.4,indoor; via V-Font crosswalk over the gym crossover curve
ICE_WI,ICE,AI1,0.6,31.25,0.25,half grade below same-numbered WI: midline of AAC 'about one grade softer' vs regional no-offset usage
ICE_WI,ICE,WI1,1.0,32.5,0.3,via M-scale crosswalk + 'M+4' rule; rough movement comparison only
ICE_WI,ICE,AI1-2,1.1,32.5,0.25,MP range grade
ICE_WI,ICE,WI1+,1.25,33.33,0.3,plus variant (rare below WI3)
ICE_WI,ICE,WI1-2,1.5,33.75,0.3,MP range grade
ICE_WI,ICE,AI2,1.6,33.75,0.25,half grade below same-numbered WI: midline of AAC 'about one grade softer' vs regional no-offset usage
ICE_WI,ICE,WI2-,1.75,34.17,0.3,minus variant (rare)
ICE_WI,ICE,WI2,2.0,35.0,0.3,via M-scale crosswalk + 'M+4' rule; rough movement comparison only
ICE_WI,ICE,AI2-3,2.1,35.0,0.25,MP range grade
ICE_WI,ICE,WI2+,2.25,35.83,0.3,plus variant (rare below WI3)
ICE_WI,ICE,WI2-3,2.5,36.25,0.3,MP range grade
ICE_WI,ICE,AI3,2.6,36.25,0.25,half grade below same-numbered WI: midline of AAC 'about one grade softer' vs regional no-offset usage
ICE_WI,ICE,WI3-,2.75,36.67,0.3,minus variant (rare)
ICE_WI,ICE,WI3,3.0,37.5,0.3,via M-scale crosswalk + 'M+4' rule; rough movement comparison only
ICE_WI,ICE,AI3-4,3.1,37.5,0.25,MP range grade
ICE_WI,ICE,WI3+,3.25,38.33,0.3,plus variant (guidebook standard from WI3+)
ICE_WI,ICE,WI3-4,3.5,38.75,0.3,MP range grade
ICE_WI,ICE,AI4,3.6,38.75,0.25,half grade below same-numbered WI: midline of AAC 'about one grade softer' vs regional no-offset usage
ICE_WI,ICE,WI4-,3.75,39.17,0.3,minus variant (rare)
ICE_WI,ICE,WI4,4.0,40.0,0.3,via M-scale crosswalk + 'M+4' rule; rough movement comparison only
ICE_WI,ICE,AI4-5,4.1,40.0,0.25,MP range grade
ICE_WI,ICE,WI4+,4.25,40.83,0.3,plus variant (guidebook standard from WI3+)
ICE_WI,ICE,WI4-5,4.5,41.25,0.3,MP range grade
ICE_WI,ICE,AI5,4.6,41.25,0.25,half grade below same-numbered WI: midline of AAC 'about one grade softer' vs regional no-offset usage
ICE_WI,ICE,WI5-,4.75,41.67,0.3,minus variant (rare)
ICE_WI,ICE,WI5,5.0,42.5,0.3,via M-scale crosswalk + 'M+4' rule; rough movement comparison only
ICE_WI,ICE,AI5-6,5.1,43.44,0.25,MP range grade
ICE_WI,ICE,WI5+,5.25,44.58,0.3,plus variant (guidebook standard from WI3+)
ICE_WI,ICE,WI5-6,5.5,45.63,0.3,MP range grade
ICE_WI,ICE,AI6,5.6,45.63,0.25,half grade below same-numbered WI: midline of AAC 'about one grade softer' vs regional no-offset usage
ICE_WI,ICE,WI6-,5.75,46.67,0.3,minus variant (rare)
ICE_WI,ICE,WI6,6.0,48.75,0.3,via M-scale crosswalk + 'M+4' rule; rough movement comparison only
ICE_WI,ICE,WI6+,6.25,52.08,0.3,plus variant (guidebook standard from WI3+)
ICE_WI,ICE,WI6-7,6.5,53.75,0.25,MP range grade
ICE_WI,ICE,WI7-,6.75,55.42,0.25,minus variant (rare)
ICE_WI,ICE,WI7,7.0,58.75,0.25,via M-scale crosswalk + 'M+4' rule; rough movement comparison only
ICE_WI,ICE,WI7+,7.25,60.0,0.25,plus variant (guidebook standard from WI3+)
ICE_WI,ICE,WI7-8,7.5,60.63,0.2,MP range grade
ICE_WI,ICE,WI8-,7.75,61.25,0.2,minus variant (rare)
ICE_WI,ICE,WI8,8.0,62.5,0.2,via M-scale crosswalk + 'M+4' rule; rough movement comparison only
ICE_WI,ICE,WI10,10.0,72.5,0.1,"Helmcken spray-ice extension; contested, WI8/9 skipped"
ICE_WI,ICE,WI10+,10.25,73.33,0.1,Helmcken spray-ice extension; contested
ICE_WI,ICE,WI11,11.0,75.0,0.1,"Helmcken spray-ice extension; contested, WI8/9 skipped"
ICE_WI,ICE,WI12,12.0,77.5,0.1,"Helmcken spray-ice extension; contested, WI8/9 skipped"
ICE_WI,ICE,WI13,13.0,80.0,0.1,"Helmcken spray-ice extension; contested, WI8/9 skipped"
MIXED_M,MIXED,M1,1.0,32.5,0.4,'M+4' rule (M4~5.8): consensus of NEice/Blackbird/Ascentionism
MIXED_M,MIXED,M1+,1.25,33.33,0.4,plus variant
MIXED_M,MIXED,M1-2,1.5,33.75,0.4,MP range grade
MIXED_M,MIXED,M2-,1.75,34.17,0.4,minus variant
MIXED_M,MIXED,M2,2.0,35.0,0.4,'M+4' rule (M4~5.8): consensus of NEice/Blackbird/Ascentionism
MIXED_M,MIXED,M2+,2.25,35.83,0.4,plus variant
MIXED_M,MIXED,M2-3,2.5,36.25,0.4,MP range grade
MIXED_M,MIXED,M3-,2.75,36.67,0.4,minus variant
MIXED_M,MIXED,M3,3.0,37.5,0.4,'M+4' rule (M4~5.8): consensus of NEice/Blackbird/Ascentionism
MIXED_M,MIXED,M3+,3.25,38.33,0.4,plus variant
MIXED_M,MIXED,M3-4,3.5,38.75,0.4,MP range grade
MIXED_M,MIXED,M4-,3.75,39.17,0.4,minus variant
MIXED_M,MIXED,M4,4.0,40.0,0.4,'M+4' rule (M4~5.8): consensus of NEice/Blackbird/Ascentionism
MIXED_M,MIXED,M4+,4.25,40.83,0.4,plus variant
MIXED_M,MIXED,M4-5,4.5,41.25,0.4,MP range grade
MIXED_M,MIXED,M5-,4.75,41.67,0.4,minus variant
MIXED_M,MIXED,M5,5.0,42.5,0.4,'M+4' rule (M4~5.8): consensus of NEice/Blackbird/Ascentionism
MIXED_M,MIXED,M5+,5.25,44.58,0.4,plus variant
MIXED_M,MIXED,M5-6,5.5,45.63,0.4,MP range grade
MIXED_M,MIXED,M6-,5.75,46.67,0.4,minus variant
MIXED_M,MIXED,M6,6.0,48.75,0.4,'M+4' rule (M4~5.8): consensus of NEice/Blackbird/Ascentionism
MIXED_M,MIXED,M6+,6.25,52.08,0.4,plus variant
MIXED_M,MIXED,M6-7,6.5,53.75,0.4,MP range grade
MIXED_M,MIXED,M7-,6.75,55.42,0.4,minus variant
MIXED_M,MIXED,M7,7.0,58.75,0.4,'M+4' rule (M4~5.8): consensus of NEice/Blackbird/Ascentionism
MIXED_M,MIXED,M7+,7.25,60.0,0.25,plus variant
MIXED_M,MIXED,M7-8,7.5,60.63,0.25,MP range grade
MIXED_M,MIXED,M8-,7.75,61.25,0.25,minus variant
MIXED_M,MIXED,M8,8.0,62.5,0.25,disputed above M8 (Lowe 5.12 vs modern 5.11+); Blackbird extrapolation
MIXED_M,MIXED,M8+,8.25,64.58,0.25,plus variant
MIXED_M,MIXED,M8-9,8.5,65.63,0.25,MP range grade
MIXED_M,MIXED,M9-,8.75,66.67,0.25,minus variant
MIXED_M,MIXED,M9,9.0,68.75,0.25,disputed above M8 (Lowe 5.12 vs modern 5.11+); Blackbird extrapolation
MIXED_M,MIXED,M9+,9.25,70.0,0.25,plus variant
MIXED_M,MIXED,M9-10,9.5,70.63,0.25,MP range grade
MIXED_M,MIXED,M10-,9.75,71.25,0.25,minus variant
MIXED_M,MIXED,M10,10.0,72.5,0.25,disputed above M8 (Lowe 5.12 vs modern 5.11+); Blackbird extrapolation
MIXED_M,MIXED,M10+,10.25,74.58,0.25,plus variant
MIXED_M,MIXED,M10-11,10.5,75.63,0.25,MP range grade
MIXED_M,MIXED,M11-,10.75,76.67,0.25,minus variant
MIXED_M,MIXED,M11,11.0,78.75,0.25,disputed above M8 (Lowe 5.12 vs modern 5.11+); Blackbird extrapolation
MIXED_M,MIXED,M11+,11.25,82.08,0.25,plus variant
MIXED_M,MIXED,M11-12,11.5,83.75,0.25,MP range grade
MIXED_M,MIXED,M12-,11.75,85.42,0.25,minus variant
MIXED_M,MIXED,M12,12.0,88.75,0.25,disputed above M8 (Lowe 5.12 vs modern 5.11+); Blackbird extrapolation
MIXED_M,MIXED,M12+,12.25,89.58,0.15,plus variant
MIXED_M,MIXED,M12-13,12.5,90.0,0.15,MP range grade
MIXED_M,MIXED,M13-,12.75,90.42,0.15,minus variant
MIXED_M,MIXED,M13,13.0,91.25,0.15,"elite rungs, highly subjective; M16 not established"
MIXED_M,MIXED,M13+,13.25,92.08,0.15,plus variant
MIXED_M,MIXED,M13-14,13.5,92.5,0.15,MP range grade
MIXED_M,MIXED,M14-,13.75,92.92,0.15,minus variant
MIXED_M,MIXED,M14,14.0,93.75,0.15,"elite rungs, highly subjective; M16 not established"
MIXED_M,MIXED,M14+,14.25,94.58,0.15,plus variant
MIXED_M,MIXED,M14-15,14.5,95.0,0.15,MP range grade
MIXED_M,MIXED,M15-,14.75,95.42,0.15,minus variant
MIXED_M,MIXED,M15,15.0,96.25,0.15,"elite rungs, highly subjective; M16 not established"
MIXED_M,MIXED,M15+,15.25,97.08,0.15,plus variant
MIXED_M,MIXED,M15-16,15.5,97.5,0.15,MP range grade
MIXED_M,MIXED,M16-,15.75,97.92,0.15,minus variant
MIXED_M,MIXED,M16,16.0,98.75,0.15,"elite rungs, highly subjective; M16 not established"
E_Grade,TRAD,Mod,-11.0,21.25,0.55,UK adjectival ladder below E1 (BMC/MP alignment)
E_Grade,TRAD,Moderate,-11.0,21.25,0.55,UK adjectival ladder below E1 (BMC/MP alignment)
E_Grade,TRAD,M,-11.0,21.25,0.55,UK adjectival ladder below E1 (BMC/MP alignment)
E_Grade,TRAD,Diff,-10.0,23.75,0.55,UK adjectival ladder below E1 (BMC/MP alignment)
E_Grade,TRAD,D,-10.0,23.75,0.55,UK adjectival ladder below E1 (BMC/MP alignment)
E_Grade,TRAD,HD,-9.0,26.25,0.55,UK adjectival ladder below E1 (BMC/MP alignment)
E_Grade,TRAD,VDiff,-8.0,28.75,0.55,UK adjectival ladder below E1 (BMC/MP alignment)
E_Grade,TRAD,VD,-8.0,28.75,0.55,UK adjectival ladder below E1 (BMC/MP alignment)
E_Grade,TRAD,HVD,-7.0,31.25,0.55,UK adjectival ladder below E1 (BMC/MP alignment)
E_Grade,TRAD,MS,-6.0,32.5,0.55,UK adjectival ladder below E1 (BMC/MP alignment)
E_Grade,TRAD,Severe,-5.0,33.75,0.55,UK adjectival ladder below E1 (BMC/MP alignment)
E_Grade,TRAD,Sev,-5.0,33.75,0.55,UK adjectival ladder below E1 (BMC/MP alignment)
E_Grade,TRAD,S,-5.0,33.75,0.55,UK adjectival ladder below E1 (BMC/MP alignment)
E_Grade,TRAD,HS,-4.0,36.25,0.55,UK adjectival ladder below E1 (BMC/MP alignment)
E_Grade,TRAD,MVS,-3.0,37.5,0.55,UK adjectival ladder below E1 (BMC/MP alignment)
E_Grade,TRAD,VS,-2.0,38.75,0.55,UK adjectival ladder below E1 (BMC/MP alignment)
E_Grade,TRAD,HVS,-1.0,41.25,0.55,UK adjectival ladder below E1 (BMC/MP alignment)
E_Grade,TRAD,E1,1.0,46.25,0.6,Rockfax-style E-to-French (well-protected reading); danger skews +/-2 E per tier
E_Grade,TRAD,E1 5a,1.0,46.25,0.6,canonical logged form; scored as bare E rung
E_Grade,TRAD,E1 5b,1.0,46.25,0.6,canonical logged form; scored as bare E rung
E_Grade,TRAD,E1 5c,1.0,46.25,0.6,canonical logged form; scored as bare E rung
E_Grade,TRAD,E1/2,1.5,48.13,0.6,UKC logbook slash rung
E_Grade,TRAD,E2,2.0,50.0,0.6,Rockfax-style E-to-French (well-protected reading); danger skews +/-2 E per tier
E_Grade,TRAD,E2 5b,2.0,50.0,0.6,canonical logged form; scored as bare E rung
E_Grade,TRAD,E2 5c,2.0,50.0,0.6,canonical logged form; scored as bare E rung
E_Grade,TRAD,E2/3,2.5,53.13,0.6,UKC logbook slash rung
E_Grade,TRAD,E3,3.0,56.25,0.6,Rockfax-style E-to-French (well-protected reading); danger skews +/-2 E per tier
E_Grade,TRAD,E3 5c,3.0,56.25,0.6,canonical logged form; scored as bare E rung
E_Grade,TRAD,E3 6a,3.0,56.25,0.6,canonical logged form; scored as bare E rung
E_Grade,TRAD,E3/4,3.5,58.75,0.6,UKC logbook slash rung
E_Grade,TRAD,E4,4.0,61.25,0.6,Rockfax-style E-to-French (well-protected reading); danger skews +/-2 E per tier
E_Grade,TRAD,E4 6a,4.0,61.25,0.6,canonical logged form; scored as bare E rung
E_Grade,TRAD,E4 6b,4.0,61.25,0.6,canonical logged form; scored as bare E rung
E_Grade,TRAD,E4/5,4.5,63.75,0.5,UKC logbook slash rung
E_Grade,TRAD,E5,5.0,66.25,0.5,Rockfax-style E-to-French (well-protected reading); danger skews +/-2 E per tier
E_Grade,TRAD,E5 6a,5.0,66.25,0.5,canonical logged form; scored as bare E rung
E_Grade,TRAD,E5 6b,5.0,66.25,0.5,canonical logged form; scored as bare E rung
E_Grade,TRAD,E5/6,5.5,68.75,0.5,UKC logbook slash rung
E_Grade,TRAD,E6,6.0,71.25,0.5,Rockfax-style E-to-French (well-protected reading); danger skews +/-2 E per tier
E_Grade,TRAD,E6 6b,6.0,71.25,0.5,canonical logged form; scored as bare E rung
E_Grade,TRAD,E6 6c,6.0,71.25,0.5,canonical logged form; scored as bare E rung
E_Grade,TRAD,E6/7,6.5,73.75,0.5,UKC logbook slash rung
E_Grade,TRAD,E7,7.0,76.25,0.5,Rockfax-style E-to-French (well-protected reading); danger skews +/-2 E per tier
E_Grade,TRAD,E7 6b,7.0,76.25,0.5,canonical logged form; scored as bare E rung
E_Grade,TRAD,E7 6c,7.0,76.25,0.5,canonical logged form; scored as bare E rung
E_Grade,TRAD,E7/8,7.5,78.75,0.5,UKC logbook slash rung
E_Grade,TRAD,E8,8.0,81.25,0.5,Rockfax-style E-to-French (well-protected reading); danger skews +/-2 E per tier
E_Grade,TRAD,E8 6c,8.0,81.25,0.5,canonical logged form; scored as bare E rung
E_Grade,TRAD,E8 7a,8.0,81.25,0.5,canonical logged form; scored as bare E rung
E_Grade,TRAD,E8/9,8.5,83.75,0.5,UKC logbook slash rung
E_Grade,TRAD,E9,9.0,86.25,0.5,Rockfax-style E-to-French (well-protected reading); danger skews +/-2 E per tier
E_Grade,TRAD,E9 6c,9.0,86.25,0.5,canonical logged form; scored as bare E rung
E_Grade,TRAD,E9 7a,9.0,86.25,0.5,canonical logged form; scored as bare E rung
E_Grade,TRAD,E9 7b,9.0,86.25,0.5,canonical logged form; scored as bare E rung
E_Grade,TRAD,E9/10,9.5,88.13,0.4,UKC logbook slash rung
E_Grade,TRAD,E10,10.0,90.0,0.4,"Rockfax-style E-to-French (well-protected reading); danger skews +/-2 E per tier; anchored by real routes, compressed top"
E_Grade,TRAD,E10 7a,10.0,90.0,0.4,canonical logged form; scored as bare E rung
E_Grade,TRAD,E10 7c,10.0,90.0,0.4,canonical logged form; scored as bare E rung
E_Grade,TRAD,E10/11,10.5,90.63,0.4,UKC logbook slash rung
E_Grade,TRAD,E11,11.0,91.25,0.4,"Rockfax-style E-to-French (well-protected reading); danger skews +/-2 E per tier; anchored by real routes, compressed top"
E_Grade,TRAD,E11 7a,11.0,91.25,0.4,canonical logged form; scored as bare E rung
E_Grade,TRAD,E11/12,11.5,91.88,0.4,UKC logbook slash rung
E_Grade,TRAD,E12,12.0,92.5,0.4,"Rockfax-style E-to-French (well-protected reading); danger skews +/-2 E per tier; anchored by real routes, compressed top"
E_Grade,TRAD,E12 7a,12.0,92.5,0.4,canonical logged form; scored as bare E rung
AID,AID,A0,0.0,,,risk/time axis; NO published free-climbing equivalence exists - ordered within-system only
AID,AID,C0,0.0,,,risk/time axis; NO published free-climbing equivalence exists - ordered within-system only
AID,AID,A0-1,0.5,,,risk/time axis; NO published free-climbing equivalence exists - ordered within-system only; MP range grade
AID,AID,C0-1,0.5,,,risk/time axis; NO published free-climbing equivalence exists - ordered within-system only; MP range grade
AID,AID,A1,1.0,,,risk/time axis; NO published free-climbing equivalence exists - ordered within-system only
AID,AID,C1,1.0,,,risk/time axis; NO published free-climbing equivalence exists - ordered within-system only
AID,AID,A1-2,1.5,,,risk/time axis; NO published free-climbing equivalence exists - ordered within-system only; MP range grade
AID,AID,C1-2,1.5,,,risk/time axis; NO published free-climbing equivalence exists - ordered within-system only; MP range grade
AID,AID,A2,2.0,,,risk/time axis; NO published free-climbing equivalence exists - ordered within-system only
AID,AID,C2,2.0,,,risk/time axis; NO published free-climbing equivalence exists - ordered within-system only
AID,AID,A2+,2.25,,,risk/time axis; NO published free-climbing equivalence exists - ordered within-system only; new-wave plus rung
AID,AID,C2+,2.25,,,risk/time axis; NO published free-climbing equivalence exists - ordered within-system only; new-wave plus rung
AID,AID,A2-3,2.5,,,risk/time axis; NO published free-climbing equivalence exists - ordered within-system only; MP range grade
AID,AID,C2-3,2.5,,,risk/time axis; NO published free-climbing equivalence exists - ordered within-system only; MP range grade
AID,AID,A3,3.0,,,risk/time axis; NO published free-climbing equivalence exists - ordered within-system only
AID,AID,C3,3.0,,,risk/time axis; NO published free-climbing equivalence exists - ordered within-system only
AID,AID,A3+,3.25,,,risk/time axis; NO published free-climbing equivalence exists - ordered within-system only; new-wave plus rung
AID,AID,C3+,3.25,,,risk/time axis; NO published free-climbing equivalence exists - ordered within-system only; new-wave plus rung
AID,AID,A3-4,3.5,,,risk/time axis; NO published free-climbing equivalence exists - ordered within-system only; MP range grade
AID,AID,C3-4,3.5,,,risk/time axis; NO published free-climbing equivalence exists - ordered within-system only; MP range grade
AID,AID,A4,4.0,,,risk/time axis; NO published free-climbing equivalence exists - ordered within-system only
AID,AID,C4,4.0,,,risk/time axis; NO published free-climbing equivalence exists - ordered within-system only
AID,AID,A4+,4.25,,,risk/time axis; NO published free-climbing equivalence exists - ordered within-system only; new-wave plus rung
AID,AID,C4+,4.25,,,risk/time axis; NO published free-climbing equivalence exists - ordered within-system only; new-wave plus rung
AID,AID,A4-5,4.5,,,risk/time axis; NO published free-climbing equivalence exists - ordered within-system only; MP range grade
AID,AID,C4-5,4.5,,,risk/time axis; NO published free-climbing equivalence exists - ordered within-system only; MP range grade
AID,AID,A5,5.0,,,risk/time axis; NO published free-climbing equivalence exists - ordered within-system only
AID,AID,C5,5.0,,,risk/time axis; NO published free-climbing equivalence exists - ordered within-system only
AID,AID,A5+,5.25,,,risk/time axis; NO published free-climbing equivalence exists - ordered within-system only; new-wave plus rung
AID,AID,C5+,5.25,,,risk/time axis; NO published free-climbing equivalence exists - ordered within-system only; new-wave plus rung
AID,AID,A6,5.25,,,risk/time axis; NO published free-climbing equivalence exists - ordered within-system only; new-wave synonym for UIAA A5+ (same rung)
AID,AID,A5-6,5.5,,,risk/time axis; NO published free-climbing equivalence exists - ordered within-system only; MP range grade
